image_path,predicted_face_shape,hairstyle
data\women\Older-woman-looking-serious.jpg,Oval,women
data\women\outdoor-shot-two-female-friends-bicycle-seaside-promenade-sunny-day-73172113.jpg,Heart,women
data\women\p17663509_v_v13_an.jpg,Heart,women
data\women\pexels-photo-1181519.jpeg,Oblong,women
data\women\pexels-photo-1239288.jpeg,Oblong,women
data\women\pexels-photo-1239291.jpeg,Oblong,women
data\women\pexels-photo-2272853.jpeg,Oblong,women
data\women\pexels-photo-2787341.jpeg,Heart,women
data\women\pexels-photo-3149035.jpeg,Square,women
data\women\pexels-photo-3992656.png,Oblong,women
data\women\pexels-photo-712513.jpeg,Square,women
data\women\pexels-photo-733872.jpeg,Oval,women
data\women\pic.jpg,Round,women
data\women\portrait-bride-young-beautiful-woman-green-blurred-background-generative-ai_676620-296.jpg,Round,women
data\women\portrait-confident-business-woman-brunette-formal-dress-goes-work-office_283470-6306.jpg,Oblong,women
data\women\portrait-three-young-multiracial-women-260nw-1589823088.jpg,Oval,women
data\women\portrait-young-smiling-woman-looking-260nw-1865153395.jpg,Oblong,women
data\women\portrait-young-smiling-woman-looking-600w-1865153395.jpg,Oblong,women
data\women\pretty-young-woman-portrait-indoor_624325-3575.jpg,Oblong,women
data\women\pretty-young-women-smiling.jpg,Round,women
data\women\professional-woman.jpg,Oblong,women
data\women\promising-young-woman-065_pyw_fp_002_rgb-f65cfffdfef6f302430f99ec197712ec92456fe6.jpg,Oval,women
data\women\rican-woman-with-orange-headscarf-beautiful-black-woman-in-casual-2099982595.jpg,Oval,women
data\women\sddefault.jpg,Oval,women
data\women\shutterstock_1481306018.jpg,Oblong,women
data\women\shutterstock_1667582866.jpg,Heart,women
data\women\sideways-while-waiting-for-a-cab-in-the-morning-happy-young-woman-2252985953.jpg,Oblong,women
data\women\sn-vocalfry.jpg,Oblong,women
data\women\SOCIAL233_01.jpg,Oblong,women
data\women\solated-against-grey-wall-people-success-youth-happiness-concept_273609-1246.jpg,Oblong,women
data\women\stephanie-schriock-motto.jpg,Round,women
data\women\stock-photo-portrait-of-a-healthy-and-happy-middle-aged-african-woman-living-with-hiv-1864631416.jpg,Round,women
data\women\stock-photo-young-blonde-woman-smiling-at-the-park-2104498439.jpg,Oblong,women
data\women\stock-photo-young-irish-plus-size-girl-smiling-happy-standing-at-the-city-2150917201.jpg,Oval,women
data\women\t-shirt-blond-hair-trendy-jeans-poses-field-warm-autumn-day-modern-142338641.jpg,Round,women
data\women\thyroid-in-women-900x600.jpg,Oblong,women
data\women\two-women-strike-a-yoga-pose-on-the-beach.jpg,Oblong,women
data\women\UN-Women-highlights-2021-2022-screenshot-en.jpg,Heart,women
data\women\UN0551725.jpg,Oval,women
data\women\under-30-black.jpg,Oval,women
data\women\UNOSSC-Women-in-Stem-Tumi.JPG.jpg,Oval,women
data\women\untitled-95.jpg,Oval,women
data\women\Vitamaxwomen30Metallic.png,Heart,women
data\women\W9678R_04059_b1_s1_a1_1_m100_840x.jpg,Oblong,women
data\women\WB_BD_Teasing_SmallMainBanner_3000x1016_20230731_ms_desktop_1920x.jpg,Heart,women
data\women\whmfitkettlebell-022-64a72a3ae1505.jpg,Oblong,women
data\women\woman-837156_1280.jpg,Oval,women
data\women\woman-nurse-750sq.jpg,Oblong,women
data\women\womanOrgasm-1019385016-770x553-650x428.jpg,Heart,women
data\women\women-in-business_thumb_1536x1536.jpg,Oblong,women
data\women\women-portrait-collage.jpg,Heart,women
data\women\women-posing-skyline-700px.jpg,Oblong,women
data\women\women-s-shoes-clothing-accessories.jpg,Oblong,women
data\women\women-s-shoes-clothing-accessories2.jpg,Heart,women
data\women\women-talking-3-1675946356.jpg,Oval,women
data\women\women20in20the20workplace202022_standard_1536x1536.jpg,Oval,women
data\women\women40dior202023.jpg,Heart,women
data\women\womens-uk_tier3_moduleA_block1_080823_asset1_mb_v1.jpg,Square,women
data\women\Yael-Shelbia.jpg,Oblong,women
data\women\young-cozy-woman-outdoors_624325-758.jpg,Oblong,women
data\women\young-pretty-woman-outdoor-portrait_624325-1037.jpg,Oval,women
data\women\young-woman-750.jpg,Oval,women
data\women\young-woman-in-a-zip-up-cardi.jpg,Oblong,women
data\women\young-woman-portrait-natural-light.jpg,Oblong,women
data\women\young-women-731515.jpg,Oblong,women
data\women\Young-Women-for-Life.jpeg,Oblong,women
data\women\Young-Women-girl-3-30-13.jpg,Oblong,women
data\women\young-women-in-t-shirts.jpg,Heart,women
data\women\Young-Women-Mentorship-Program-2022.png,Heart,women
data\women\young-women.jpg,Round,women
data\women\Young20Women20in20Public20Affairs_header.jpg,Heart,women
data\women\youngWmnConcerned-905456438_770x533-650x428.jpg,Oblong,women
data\women\young_teen_girl_looking_sad_on_bed.png,Oval,women
data\women\Yurshell.jpg,Oblong,women
data\women\_101970846_aubreyblanche.jpg,Oval,women
